Beach Name,Measurement Timestamp,Water Temperature,Wave Height
Montrose Beach,6/7/2014 5:00,16.2,0.093
Ohio Street Beach,6/7/2014 5:00,16.5,0.071
Calumet Beach,6/7/2014 6:00,19.2,0.099
Montrose Beach,6/7/2014 6:00,16.2,0.083
Ohio Street Beach,6/7/2014 6:00,16.6,0.068
Calumet Beach,6/7/2014 7:00,19.2,0.099
Montrose Beach,6/7/2014 7:00,16.4,0.086
Ohio Street Beach,6/7/2014 7:00,16.7,0.096
Calumet Beach,6/7/2014 8:00,19.3,0.092
Montrose Beach,6/7/2014 8:00,16.4,0.088
Ohio Street Beach,6/7/2014 8:00,16.8,0.103
Calumet Beach,6/7/2014 10:00,19.7,0.1
Montrose Beach,6/7/2014 10:00,16.5,0.081
Ohio Street Beach,6/7/2014 10:00,17.2,0.089
Calumet Beach,6/7/2014 11:00,20.2,0.082
Montrose Beach,6/7/2014 11:00,16.6,0.095
Ohio Street Beach,6/7/2014 11:00,17.5,0.144
Calumet Beach,6/7/2014 14:00,21.2,0.112
Montrose Beach,6/7/2014 14:00,16.6,0.117
Ohio Street Beach,6/7/2014 14:00,18.1,0.178
Calumet Beach,6/7/2014 12:00,20.5,0.108
Montrose Beach,6/7/2014 12:00,16.8,0.12
Ohio Street Beach,6/7/2014 12:00,17.7,0.121
Calumet Beach,6/7/2014 16:00,21.2,0.13
Montrose Beach,6/7/2014 16:00,16.8,0.144
Ohio Street Beach,6/7/2014 16:00,18.4,0.166
Calumet Beach,6/7/2014 15:00,21.5,0.171
Montrose Beach,6/7/2014 15:00,16.8,0.121
Ohio Street Beach,6/7/2014 15:00,18.4,0.169
Calumet Beach,6/8/2014 1:00,20.1,0.19
Montrose Beach,6/8/2014 1:00,16.9,0.344
Ohio Street Beach,6/8/2014 1:00,17.4,0.211
Calumet Beach,6/7/2014 17:00,21.1,0.197
Montrose Beach,6/7/2014 17:00,16.5,0.162
Ohio Street Beach,6/7/2014 17:00,18.5,0.174
Calumet Beach,6/7/2014 18:00,21.1,0.135
Montrose Beach,6/7/2014 18:00,17.1,0.177
Ohio Street Beach,6/7/2014 18:00,18.3,0.167
Calumet Beach,6/7/2014 19:00,21.2,0.172
Montrose Beach,6/7/2014 19:00,17.3,0.185
Ohio Street Beach,6/7/2014 19:00,18.3,0.145
Calumet Beach,6/7/2014 20:00,21.5,0.184
Montrose Beach,6/7/2014 20:00,18,0.222
Ohio Street Beach,6/7/2014 20:00,18,0.149
Calumet Beach,6/7/2014 21:00,20.8,0.215
Montrose Beach,6/7/2014 21:00,17.7,0.222
Ohio Street Beach,6/7/2014 21:00,17.8,0.158
Calumet Beach,6/7/2014 22:00,20.4,0.206
Montrose Beach,6/7/2014 22:00,17.1,0.233
Ohio Street Beach,6/7/2014 22:00,17.7,0.153
Calumet Beach,6/7/2014 23:00,20.6,0.187
Montrose Beach,6/7/2014 23:00,16.9,0.243
Ohio Street Beach,6/7/2014 23:00,17.6,0.16
Calumet Beach,6/8/2014 0:00,20.8,0.186
Calumet Beach,6/8/2014 2:00,20,0.217
Montrose Beach,6/8/2014 0:00,17.2,0.294
Ohio Street Beach,6/8/2014 0:00,17.5,0.158
Montrose Beach,6/8/2014 2:00,16.6,0.352
Ohio Street Beach,6/8/2014 2:00,17.3,0.28
Calumet Beach,6/8/2014 3:00,20,0.228
Montrose Beach,6/8/2014 3:00,16.6,0.326
Ohio Street Beach,6/8/2014 3:00,17.1,0.26
Calumet Beach,6/8/2014 4:00,19.9,0.265
Montrose Beach,6/8/2014 4:00,16.1,0.394
Ohio Street Beach,6/8/2014 4:00,16.9,0.293
Calumet Beach,6/8/2014 5:00,19.9,0.238
Montrose Beach,6/8/2014 5:00,16.4,0.472
Ohio Street Beach,6/8/2014 5:00,16.5,0.331
Calumet Beach,6/8/2014 6:00,19.4,0.237
Montrose Beach,6/8/2014 6:00,16.3,0.45
Ohio Street Beach,6/8/2014 6:00,16.6,0.319
Calumet Beach,6/8/2014 7:00,19.3,0.241
Montrose Beach,6/8/2014 7:00,16.2,0.473
Ohio Street Beach,6/8/2014 7:00,16.5,0.355
Calumet Beach,6/8/2014 8:00,19.2,0.246
Montrose Beach,6/8/2014 8:00,16.2,0.479
Ohio Street Beach,6/8/2014 8:00,16.1,0.32
Calumet Beach,6/8/2014 11:00,19.2,0.241
Calumet Beach,6/8/2014 9:00,19.2,0.25
Montrose Beach,6/8/2014 9:00,16.1,0.473
Ohio Street Beach,6/8/2014 9:00,16,0.357
Calumet Beach,6/8/2014 23:00,19.2,0.202
Montrose Beach,6/8/2014 23:00,15.5,0.391
Ohio Street Beach,6/8/2014 23:00,16.2,0.249
Calumet Beach,6/9/2014 0:00,19,0.182
Montrose Beach,6/9/2014 0:00,15.2,0.389
Ohio Street Beach,6/9/2014 0:00,16.1,0.239
Calumet Beach,6/8/2014 10:00,19.2,0.244
Montrose Beach,6/8/2014 10:00,16.3,0.462
Ohio Street Beach,6/8/2014 10:00,16,0.372
Calumet Beach,6/8/2014 20:00,19.4,0.206
Montrose Beach,6/8/2014 20:00,15.4,0.433
Ohio Street Beach,6/8/2014 20:00,16.7,0.321
Montrose Beach,6/8/2014 11:00,16.3,0.515
Ohio Street Beach,6/8/2014 11:00,16.2,0.425
Calumet Beach,6/8/2014 12:00,19.3,0.259
Montrose Beach,6/8/2014 12:00,16.6,0.526
Ohio Street Beach,6/8/2014 12:00,16.4,0.384
Calumet Beach,6/8/2014 13:00,19.4,0.251
Montrose Beach,6/8/2014 13:00,16.6,0.492
Ohio Street Beach,6/8/2014 13:00,16.7,0.402
Calumet Beach,6/8/2014 14:00,19.5,0.263
Montrose Beach,6/8/2014 14:00,16.8,0.503
Ohio Street Beach,6/8/2014 14:00,16.8,0.357
Calumet Beach,6/9/2014 3:00,18.1,0.162
Montrose Beach,6/9/2014 3:00,15.1,0.381
Ohio Street Beach,6/9/2014 3:00,15.8,0.238
Calumet Beach,6/9/2014 11:00,18.4,0.143
Montrose Beach,6/9/2014 11:00,15.4,0.28
Ohio Street Beach,6/9/2014 11:00,16.6,0.199
Calumet Beach,6/8/2014 15:00,19.6,0.252
Montrose Beach,6/8/2014 15:00,16.3,0.485
Ohio Street Beach,6/8/2014 15:00,17,0.348
Calumet Beach,6/8/2014 16:00,19.8,0.246
Montrose Beach,6/8/2014 16:00,16.2,0.489
Ohio Street Beach,6/8/2014 16:00,16.9,0.409
Calumet Beach,6/8/2014 17:00,19.7,0.238
Montrose Beach,6/8/2014 17:00,16,0.47
Ohio Street Beach,6/8/2014 17:00,16.9,0.354
Calumet Beach,6/8/2014 21:00,19.2,0.224
Montrose Beach,6/8/2014 21:00,15.7,0.435
Ohio Street Beach,6/8/2014 21:00,16.3,0.283
Calumet Beach,6/9/2014 10:00,18.2,0.143
Montrose Beach,6/9/2014 10:00,15.1,0.3
Ohio Street Beach,6/9/2014 10:00,16.3,0.218
Calumet Beach,6/9/2014 16:00,19.3,0.133
Montrose Beach,6/9/2014 16:00,16.5,0.312
Ohio Street Beach,6/9/2014 16:00,17.9,0.213
Calumet Beach,6/8/2014 19:00,19.5,0.237
Montrose Beach,6/8/2014 19:00,16,0.433
Ohio Street Beach,6/8/2014 19:00,16.7,0.293
Calumet Beach,6/8/2014 22:00,19.3,0.201
Montrose Beach,6/8/2014 22:00,15.6,0.406
Ohio Street Beach,6/8/2014 22:00,16.3,0.266
Calumet Beach,6/9/2014 1:00,18.7,0.177
Montrose Beach,6/9/2014 1:00,15.1,0.356
Ohio Street Beach,6/9/2014 1:00,16,0.223
Calumet Beach,6/9/2014 2:00,18.4,0.172
Montrose Beach,6/9/2014 2:00,15,0.356
Ohio Street Beach,6/9/2014 2:00,15.9,0.249
Calumet Beach,6/9/2014 5:00,17.9,0.172
Montrose Beach,6/9/2014 5:00,14.8,0.356
Ohio Street Beach,6/9/2014 5:00,15.8,0.222
Calumet Beach,6/9/2014 4:00,18,0.166
Montrose Beach,6/9/2014 4:00,15.1,0.37
Ohio Street Beach,6/9/2014 4:00,15.8,0.228
Calumet Beach,6/9/2014 6:00,17.8,0.169
Montrose Beach,6/9/2014 6:00,14.7,0.32
Ohio Street Beach,6/9/2014 6:00,15.8,0.213
Calumet Beach,6/9/2014 7:00,17.8,0.174
Montrose Beach,6/9/2014 7:00,14.7,0.326
Ohio Street Beach,6/9/2014 7:00,15.7,0.202
Calumet Beach,6/9/2014 8:00,17.8,0.154
Montrose Beach,6/9/2014 8:00,14.8,0.324
Ohio Street Beach,6/9/2014 8:00,15.8,0.201
Calumet Beach,6/9/2014 9:00,18,0.147
Montrose Beach,6/9/2014 9:00,15,0.313
Ohio Street Beach,6/9/2014 9:00,16,0.21
Calumet Beach,6/9/2014 12:00,18.7,0.13
Montrose Beach,6/9/2014 12:00,15.6,0.289
Ohio Street Beach,6/9/2014 12:00,16.9,0.201
Calumet Beach,6/9/2014 13:00,18.9,0.128
Montrose Beach,6/9/2014 13:00,15.9,0.278
Ohio Street Beach,6/9/2014 13:00,17.6,0.193
Calumet Beach,6/9/2014 14:00,19.3,0.129
Montrose Beach,6/9/2014 14:00,16.1,0.314
Ohio Street Beach,6/9/2014 14:00,18.1,0.199
Calumet Beach,6/9/2014 15:00,19.2,0.134
Montrose Beach,6/9/2014 15:00,16.3,0.324
Ohio Street Beach,6/9/2014 15:00,17.9,0.237
Calumet Beach,6/9/2014 17:00,19.4,0.15
Montrose Beach,6/9/2014 17:00,16.6,0.33
Ohio Street Beach,6/9/2014 17:00,18.1,0.219
Calumet Beach,6/9/2014 18:00,19.3,0.15
Montrose Beach,6/9/2014 18:00,16.5,0.295
Ohio Street Beach,6/9/2014 18:00,17.9,0.272
Calumet Beach,6/9/2014 19:00,19.4,0.16
Montrose Beach,6/9/2014 19:00,16.4,0.299
Ohio Street Beach,6/9/2014 19:00,18.1,0.216
Calumet Beach,6/9/2014 20:00,19.3,0.167
Montrose Beach,6/9/2014 20:00,16.4,0.303
Ohio Street Beach,6/9/2014 20:00,17.9,0.203
Calumet Beach,6/9/2014 21:00,19,0.168
Montrose Beach,6/9/2014 21:00,16.5,0.303
Calumet Beach,6/9/2014 23:00,18.7,0.15
Ohio Street Beach,6/9/2014 21:00,17.9,0.189
Calumet Beach,6/9/2014 22:00,18.8,0.161
Montrose Beach,6/9/2014 22:00,16.2,0.268
Ohio Street Beach,6/9/2014 22:00,17.4,0.199
Montrose Beach,6/9/2014 23:00,16.2,0.284
Ohio Street Beach,6/9/2014 23:00,17.4,0.182
Calumet Beach,6/10/2014 0:00,18.6,0.142
Montrose Beach,6/10/2014 0:00,16.2,0.271
Ohio Street Beach,6/10/2014 0:00,16.7,0.168
Calumet Beach,6/10/2014 1:00,18.5,0.15
Montrose Beach,6/10/2014 1:00,16.2,0.261
Ohio Street Beach,6/10/2014 1:00,17.1,0.173
Calumet Beach,6/10/2014 2:00,18.4,0.136
Montrose Beach,6/10/2014 2:00,16.1,0.262
Ohio Street Beach,6/10/2014 2:00,17,0.152
Calumet Beach,6/10/2014 3:00,18.3,0.136
Montrose Beach,6/10/2014 3:00,16,0.247
Ohio Street Beach,6/10/2014 3:00,16.9,0.162
Calumet Beach,6/10/2014 4:00,18.3,0.134
Montrose Beach,6/10/2014 4:00,16,0.264
Ohio Street Beach,6/10/2014 4:00,16.5,0.157
Calumet Beach,6/10/2014 5:00,18.2,0.136
Montrose Beach,6/10/2014 5:00,15.9,0.267
Ohio Street Beach,6/10/2014 5:00,16.5,0.152
Calumet Beach,6/10/2014 6:00,18.2,0.13
Montrose Beach,6/10/2014 6:00,15.8,0.293
Ohio Street Beach,6/10/2014 6:00,16.2,0.159
Calumet Beach,6/10/2014 7:00,18.1,0.124
Montrose Beach,6/10/2014 7:00,15.8,0.287
Ohio Street Beach,6/10/2014 7:00,15.9,0.178
Calumet Beach,6/10/2014 8:00,18.1,0.127
Montrose Beach,6/10/2014 8:00,15.8,0.284
Ohio Street Beach,6/10/2014 8:00,15.7,0.204
Calumet Beach,6/10/2014 9:00,18.1,0.132
Montrose Beach,6/10/2014 9:00,15.7,0.286
Ohio Street Beach,6/10/2014 9:00,15.9,0.188
Calumet Beach,6/10/2014 10:00,18.1,0.129
Montrose Beach,6/10/2014 10:00,15.8,0.298
Ohio Street Beach,6/10/2014 10:00,16,0.211
Calumet Beach,6/10/2014 11:00,18.1,0.131
Montrose Beach,6/10/2014 11:00,15.9,0.274
Calumet Beach,6/10/2014 13:00,18.1,0.139
Ohio Street Beach,6/10/2014 11:00,16.1,0.206
Calumet Beach,6/10/2014 12:00,18.1,0.136
Montrose Beach,6/10/2014 12:00,15.9,0.279
Ohio Street Beach,6/10/2014 12:00,16.2,0.198
Montrose Beach,6/10/2014 13:00,15.9,0.319
Ohio Street Beach,6/10/2014 13:00,16.2,0.205
Calumet Beach,6/10/2014 14:00,18.1,0.143
Montrose Beach,6/10/2014 14:00,15.9,0.313
Ohio Street Beach,6/10/2014 14:00,16.2,0.211
Calumet Beach,6/10/2014 15:00,18.1,0.152
Montrose Beach,6/10/2014 15:00,15.8,0.319
Ohio Street Beach,6/10/2014 15:00,16.2,0.225
Calumet Beach,6/10/2014 16:00,18,0.155
Montrose Beach,6/10/2014 16:00,15.8,0.336
Ohio Street Beach,6/10/2014 16:00,16.2,0.217
Calumet Beach,6/10/2014 17:00,18,0.174
Montrose Beach,6/10/2014 17:00,15.8,0.335
Ohio Street Beach,6/10/2014 17:00,16.1,0.242
Calumet Beach,6/10/2014 18:00,18,0.181
Montrose Beach,6/10/2014 18:00,15.8,0.355
Ohio Street Beach,6/10/2014 18:00,16,0.256
Calumet Beach,6/10/2014 19:00,17.9,0.178
Montrose Beach,6/10/2014 19:00,15.7,0.376
Ohio Street Beach,6/10/2014 19:00,15.8,0.243
Calumet Beach,6/10/2014 20:00,17.9,0.214
Montrose Beach,6/10/2014 20:00,15.6,0.356
Ohio Street Beach,6/10/2014 20:00,15.7,0.262
Calumet Beach,6/10/2014 21:00,17.8,0.258
Montrose Beach,6/10/2014 21:00,15.6,0.383
Ohio Street Beach,6/10/2014 21:00,15.6,0.289
Calumet Beach,6/10/2014 22:00,17.7,0.25
Montrose Beach,6/10/2014 22:00,15.6,0.42
Ohio Street Beach,6/10/2014 22:00,15.6,0.311
Calumet Beach,6/10/2014 23:00,17.6,0.265
Montrose Beach,6/10/2014 23:00,15.5,0.427
Ohio Street Beach,6/10/2014 23:00,15.5,0.294
Calumet Beach,6/11/2014 0:00,17.6,0.259
Montrose Beach,6/11/2014 0:00,15.5,0.409
Ohio Street Beach,6/11/2014 0:00,15.5,0.308
Calumet Beach,6/11/2014 1:00,17.6,0.273
Montrose Beach,6/11/2014 1:00,15.4,0.41
Ohio Street Beach,6/11/2014 1:00,15.5,0.274
Calumet Beach,6/11/2014 2:00,17.5,0.274
Montrose Beach,6/11/2014 2:00,15.4,0.45
Ohio Street Beach,6/11/2014 2:00,15.5,0.247
Calumet Beach,6/11/2014 3:00,17.4,0.238
Montrose Beach,6/11/2014 3:00,15.4,0.415
Ohio Street Beach,6/11/2014 3:00,15.5,0.257
Calumet Beach,6/11/2014 4:00,17.5,0.254
Montrose Beach,6/11/2014 4:00,15.3,0.466
Ohio Street Beach,6/11/2014 4:00,15.5,0.297
Calumet Beach,6/11/2014 5:00,17.5,0.209
Montrose Beach,6/11/2014 5:00,15.3,0.455
Ohio Street Beach,6/11/2014 5:00,15.4,0.28
Calumet Beach,6/11/2014 6:00,17.5,0.171
Montrose Beach,6/11/2014 6:00,15.2,0.406
Ohio Street Beach,6/11/2014 6:00,15.4,0.254
Calumet Beach,6/11/2014 7:00,17.4,0.156
Montrose Beach,6/11/2014 7:00,15.2,0.385
Ohio Street Beach,6/11/2014 7:00,15.5,0.257
Calumet Beach,6/11/2014 8:00,17.4,0.161
Montrose Beach,6/11/2014 8:00,15.2,0.394
Ohio Street Beach,6/11/2014 8:00,15.6,0.22
Calumet Beach,6/11/2014 9:00,17.3,0.154
Montrose Beach,6/11/2014 9:00,15.3,0.36
Ohio Street Beach,6/11/2014 9:00,15.6,0.224
Calumet Beach,6/11/2014 10:00,17.1,0.155
Montrose Beach,6/11/2014 10:00,15.3,0.357
Ohio Street Beach,6/11/2014 10:00,15.6,0.23
Calumet Beach,6/11/2014 11:00,17,0.157
Montrose Beach,6/11/2014 11:00,15.3,0.348
Ohio Street Beach,6/11/2014 11:00,15.7,0.256
Calumet Beach,6/11/2014 12:00,17.2,0.144
Montrose Beach,6/11/2014 12:00,15.3,0.339
Ohio Street Beach,6/11/2014 12:00,15.7,0.225
Calumet Beach,6/11/2014 13:00,17.2,0.153
Montrose Beach,6/11/2014 13:00,15.6,0.31
Ohio Street Beach,6/11/2014 13:00,16,0.221
Calumet Beach,6/11/2014 14:00,17.5,0.145
Montrose Beach,6/11/2014 14:00,15.8,0.289
Ohio Street Beach,6/11/2014 14:00,16.3,0.186
Calumet Beach,6/11/2014 15:00,17.7,0.14
Montrose Beach,6/11/2014 15:00,16,0.283
Ohio Street Beach,6/11/2014 15:00,16.5,0.172
Calumet Beach,6/11/2014 16:00,17.9,0.125
Montrose Beach,6/11/2014 16:00,16,0.282
Ohio Street Beach,6/11/2014 16:00,16.5,0.18
Calumet Beach,6/11/2014 17:00,17.8,0.122
Montrose Beach,6/11/2014 17:00,15.8,0.275
Ohio Street Beach,6/11/2014 17:00,16.5,0.175
Calumet Beach,6/11/2014 18:00,17.7,0.124
Montrose Beach,6/11/2014 18:00,15.8,0.284
Ohio Street Beach,6/11/2014 18:00,16.7,0.185
Calumet Beach,6/11/2014 19:00,17.8,0.139
Montrose Beach,6/11/2014 19:00,15.9,0.267
Ohio Street Beach,6/11/2014 19:00,16.7,0.197
Calumet Beach,6/11/2014 20:00,18.2,0.141
Montrose Beach,6/11/2014 20:00,15.9,0.25
Ohio Street Beach,6/11/2014 20:00,16.6,0.174
Calumet Beach,6/11/2014 21:00,18.1,0.13
Montrose Beach,6/11/2014 21:00,15.9,0.242
Ohio Street Beach,6/11/2014 21:00,16.2,0.176
Calumet Beach,06/13/2014 03:00:00 AM,17.5,0.11
63rd Street Beach,06/13/2014 03:00:00 AM,16.3,0.209
Montrose Beach,06/13/2014 03:00:00 AM,15.2,0.172
Osterman Beach,06/13/2014 03:00:00 AM,14.8,0.129
Ohio Street Beach,06/13/2014 03:00:00 AM,17.2,0.141
Rainbow Beach,06/13/2014 03:00:00 AM,16.8,0.224
63rd Street Beach,09/18/2013 10:00:00 AM,18.9,0.14
Rainbow Beach,05/21/2014 01:00:00 PM,27.1,0.013
Osterman Beach,08/31/2013 11:00:00 PM,21.5,0.231
Calumet Beach,06/13/2014 03:00:00 PM,19.1,0.139
63rd Street Beach,06/13/2014 03:00:00 PM,17.7,0.153
Montrose Beach,06/13/2014 03:00:00 PM,17.1,0.197
Osterman Beach,06/13/2014 03:00:00 PM,16.8,0.153
Ohio Street Beach,06/13/2014 03:00:00 PM,18.7,0.144
Rainbow Beach,06/13/2014 03:00:00 PM,18.7,0.151
Calumet Beach,6/11/2014 22:00,18.1,0.126
Montrose Beach,6/11/2014 22:00,15.9,0.234
Ohio Street Beach,6/11/2014 22:00,15.9,0.177
Calumet Beach,6/11/2014 23:00,17.9,0.135
Montrose Beach,6/11/2014 23:00,15.9,0.227
Ohio Street Beach,6/11/2014 23:00,15.8,0.156
Calumet Beach,6/12/2014 0:00,17.9,0.12
Montrose Beach,6/12/2014 0:00,15.8,0.214
Ohio Street Beach,6/12/2014 0:00,15.8,0.159
Calumet Beach,6/12/2014 1:00,17.9,0.121
Montrose Beach,6/12/2014 1:00,15.8,0.222
Ohio Street Beach,6/12/2014 1:00,15.8,0.159
Calumet Beach,6/12/2014 8:00,17.4,0.11
Montrose Beach,6/12/2014 8:00,15.7,0.175
Calumet Beach,6/12/2014 9:00,17.7,0.093
Montrose Beach,6/12/2014 9:00,15.9,0.16
Ohio Street Beach,6/12/2014 9:00,16.1,0.127
Montrose Beach,6/12/2014 16:00,17,0.13
Osterman Beach,6/12/2014 16:00,16.1,0.125
Calumet Beach,6/12/2014 19:00,18.2,0.082
Calumet Beach,6/12/2014 2:00,17.6,0.115
Montrose Beach,6/12/2014 2:00,15.8,0.2
Ohio Street Beach,6/12/2014 2:00,15.7,0.148
Calumet Beach,6/12/2014 3:00,17.5,0.107
Montrose Beach,6/12/2014 3:00,15.8,0.192
Ohio Street Beach,6/12/2014 3:00,15.7,0.145
Calumet Beach,6/12/2014 12:00,18.6,0.093
63rd Street Beach,6/12/2014 12:00,25.4,0.031
Montrose Beach,6/12/2014 12:00,16.1,0.156
Ohio Street Beach,6/12/2014 12:00,16.6,0.131
Calumet Beach,6/12/2014 23:00,18,0.082
63rd Street Beach,6/12/2014 23:00,16.5,0.168
Montrose Beach,6/12/2014 23:00,15.4,0.125
Osterman Beach,6/12/2014 23:00,15,0.125
Ohio Street Beach,6/12/2014 23:00,17.8,0.122
Rainbow Beach,6/12/2014 23:00,17.2,0.181
Calumet Beach,6/12/2014 4:00,17.5,0.1
Montrose Beach,6/12/2014 4:00,15.7,0.188
Ohio Street Beach,6/12/2014 4:00,15.7,0.128
Calumet Beach,6/12/2014 5:00,17.4,0.104
Montrose Beach,6/12/2014 5:00,15.7,0.183
Ohio Street Beach,6/12/2014 5:00,15.7,0.136
Calumet Beach,6/12/2014 6:00,17.4,0.101
Montrose Beach,6/12/2014 6:00,15.7,0.181
Ohio Street Beach,6/12/2014 6:00,15.7,0.14
Calumet Beach,6/12/2014 7:00,17.4,0.101
Montrose Beach,6/12/2014 7:00,15.7,0.175
Ohio Street Beach,6/12/2014 7:00,15.7,0.132
Calumet Beach,6/12/2014 21:00,18.1,0.081
63rd Street Beach,6/12/2014 21:00,16.6,0.152
Montrose Beach,6/12/2014 21:00,15.7,0.155
Osterman Beach,6/12/2014 21:00,15.2,0.131
Ohio Street Beach,6/12/2014 21:00,18.1,0.135
Rainbow Beach,6/12/2014 21:00,17.4,0.163
Calumet Beach,06/13/2014 04:00:00 AM,17.5,0.118
63rd Street Beach,06/13/2014 04:00:00 AM,16.2,0.206
Montrose Beach,06/13/2014 04:00:00 AM,15.2,0.154
Osterman Beach,06/13/2014 04:00:00 AM,14.8,0.124
Ohio Street Beach,6/12/2014 8:00,15.8,0.13
Calumet Beach,6/12/2014 10:00,18.4,0.088
Montrose Beach,6/12/2014 10:00,16.1,0.165
Ohio Street Beach,6/12/2014 10:00,16.3,0.122
Calumet Beach,6/12/2014 11:00,18.5,0.089
Montrose Beach,6/12/2014 11:00,16.2,0.177
Ohio Street Beach,6/12/2014 11:00,16.5,0.118
Calumet Beach,6/12/2014 13:00,18.4,0.109
63rd Street Beach,6/12/2014 13:00,18.1,0.339
Montrose Beach,6/12/2014 13:00,16.4,0.14
Ohio Street Beach,6/12/2014 13:00,17,0.134
Calumet Beach,6/12/2014 14:00,18.3,0.09
63rd Street Beach,6/12/2014 14:00,17.5,0.136
Montrose Beach,6/12/2014 14:00,16.5,0.131
Ohio Street Beach,6/12/2014 14:00,17,0.123
Rainbow Beach,6/12/2014 14:00,17.8,0.153
Calumet Beach,6/12/2014 15:00,18.1,0.088
63rd Street Beach,6/12/2014 15:00,17.3,0.143
Montrose Beach,6/12/2014 15:00,16.7,0.145
Osterman Beach,6/12/2014 15:00,20.5,0.055
Ohio Street Beach,6/12/2014 15:00,17.6,0.119
Rainbow Beach,6/12/2014 15:00,17.7,0.142
Calumet Beach,6/12/2014 16:00,18.2,0.106
63rd Street Beach,6/12/2014 16:00,17.4,0.133
Ohio Street Beach,6/12/2014 16:00,17.8,0.115
Rainbow Beach,6/12/2014 16:00,17.8,0.13
Calumet Beach,6/12/2014 17:00,18.2,0.089
63rd Street Beach,6/12/2014 17:00,17.3,0.12
Montrose Beach,6/12/2014 17:00,16.7,0.131
Osterman Beach,6/12/2014 17:00,16.1,0.121
Ohio Street Beach,6/12/2014 17:00,18.3,0.122
Rainbow Beach,6/12/2014 17:00,17.8,0.135
Calumet Beach,6/12/2014 18:00,18.2,0.086
63rd Street Beach,6/12/2014 18:00,17,0.112
Montrose Beach,6/12/2014 18:00,16.6,0.146
Osterman Beach,6/12/2014 18:00,15.9,0.115
Ohio Street Beach,6/12/2014 18:00,18.3,0.125
Rainbow Beach,6/12/2014 18:00,17.7,0.126
Calumet Beach,06/13/2014 12:00:00 AM,17.9,0.095
63rd Street Beach,06/13/2014 12:00:00 AM,16.4,0.17
Montrose Beach,06/13/2014 12:00:00 AM,15.5,0.146
Osterman Beach,06/13/2014 12:00:00 AM,14.9,0.121
Ohio Street Beach,06/13/2014 12:00:00 AM,17.6,0.116
Rainbow Beach,06/13/2014 12:00:00 AM,17.1,0.202
63rd Street Beach,6/12/2014 19:00,16.9,0.124
Montrose Beach,6/12/2014 19:00,16.1,0.139
Osterman Beach,6/12/2014 19:00,15.7,0.118
Ohio Street Beach,6/12/2014 19:00,18.3,0.165
Rainbow Beach,6/12/2014 19:00,17.6,0.145
Calumet Beach,6/12/2014 20:00,18.1,0.086
63rd Street Beach,6/12/2014 20:00,16.7,0.142
Montrose Beach,6/12/2014 20:00,15.8,0.168
Osterman Beach,6/12/2014 20:00,15.3,0.126
Ohio Street Beach,6/12/2014 20:00,18.3,0.126
Rainbow Beach,6/12/2014 20:00,17.5,0.139
Calumet Beach,6/12/2014 22:00,18,0.082
63rd Street Beach,6/12/2014 22:00,16.5,0.172
Montrose Beach,6/12/2014 22:00,15.5,0.136
Osterman Beach,6/12/2014 22:00,15.2,0.118
Ohio Street Beach,6/12/2014 22:00,18,0.141
Rainbow Beach,6/12/2014 22:00,17.2,0.189
Calumet Beach,06/13/2014 05:00:00 AM,17.4,0.113
63rd Street Beach,06/13/2014 05:00:00 AM,16.1,0.19
Montrose Beach,06/13/2014 05:00:00 AM,15.1,0.152
Osterman Beach,06/13/2014 05:00:00 AM,14.7,0.125
Ohio Street Beach,06/13/2014 05:00:00 AM,17,0.104
Rainbow Beach,06/13/2014 05:00:00 AM,16.5,0.207
Calumet Beach,06/13/2014 01:00:00 AM,17.8,0.109
63rd Street Beach,06/13/2014 01:00:00 AM,16.4,0.167
Montrose Beach,06/13/2014 01:00:00 AM,15.4,0.159
Osterman Beach,06/13/2014 01:00:00 AM,14.9,0.132
Ohio Street Beach,06/13/2014 01:00:00 AM,17.4,0.117
Rainbow Beach,06/13/2014 01:00:00 AM,16.9,0.206
Calumet Beach,06/13/2014 02:00:00 AM,17.6,0.089
63rd Street Beach,06/13/2014 02:00:00 AM,16.4,0.212
Montrose Beach,06/13/2014 02:00:00 AM,15.1,0.192
Osterman Beach,06/13/2014 02:00:00 AM,14.9,0.15
Ohio Street Beach,06/13/2014 02:00:00 AM,17.3,0.148
Rainbow Beach,06/13/2014 02:00:00 AM,16.9,0.244
Ohio Street Beach,06/13/2014 04:00:00 AM,17.1,0.133
Rainbow Beach,06/13/2014 04:00:00 AM,16.5,0.216
Calumet Beach,06/13/2014 06:00:00 AM,17.4,0.121
63rd Street Beach,06/13/2014 06:00:00 AM,16.1,0.159
Montrose Beach,06/13/2014 06:00:00 AM,15,0.144
Osterman Beach,06/13/2014 06:00:00 AM,14.7,0.118
Ohio Street Beach,06/13/2014 06:00:00 AM,16.9,0.127
Rainbow Beach,06/13/2014 06:00:00 AM,16.3,0.202
Calumet Beach,06/13/2014 07:00:00 AM,17.3,0.108
63rd Street Beach,06/13/2014 07:00:00 AM,15.9,0.189
Montrose Beach,06/13/2014 07:00:00 AM,14.9,0.153
Osterman Beach,06/13/2014 07:00:00 AM,14.7,0.128
Ohio Street Beach,06/13/2014 07:00:00 AM,16.8,0.115
Calumet Beach,06/13/2014 08:00:00 AM,17.4,0.11
63rd Street Beach,06/13/2014 08:00:00 AM,16,0.204
Montrose Beach,06/13/2014 08:00:00 AM,15,0.183
