Beach Name,Measurement Timestamp,Water Temperature,Wave Height
Osterman Beach,7/3/2014 19:00,18.9,0.166
Ohio Street Beach,7/3/2014 19:00,17.7,0.169
Calumet Beach,7/3/2014 20:00,20.8,0.111
63rd Street Beach,7/3/2014 20:00,18.9,0.196
Montrose Beach,7/3/2014 20:00,18.5,0.19
Osterman Beach,7/3/2014 20:00,18.4,0.162
Ohio Street Beach,7/3/2014 20:00,16.9,0.148
Calumet Beach,7/3/2014 21:00,19.3,0.114
63rd Street Beach,7/3/2014 21:00,18.7,0.182
Montrose Beach,7/3/2014 21:00,18.5,0.173
Osterman Beach,7/3/2014 21:00,18.4,0.147
Ohio Street Beach,7/3/2014 21:00,16.5,0.131
Rainbow Beach,7/3/2014 21:00,18.6,0.192
Calumet Beach,7/3/2014 22:00,19.3,0.109
63rd Street Beach,7/3/2014 22:00,18.4,0.172
Montrose Beach,7/3/2014 22:00,18.1,0.133
Osterman Beach,7/3/2014 22:00,18.1,0.14
Ohio Street Beach,7/3/2014 22:00,16.4,0.12
Rainbow Beach,7/3/2014 22:00,18.4,0.175
Calumet Beach,7/3/2014 23:00,18.9,0.129
63rd Street Beach,7/3/2014 23:00,18,0.151
Montrose Beach,7/3/2014 23:00,18,0.162
Osterman Beach,7/3/2014 23:00,18.1,0.129
Ohio Street Beach,7/3/2014 23:00,16.3,0.1
Rainbow Beach,7/3/2014 23:00,18.3,0.159
Calumet Beach,7/4/2014 0:00,18.8,0.097
63rd Street Beach,7/4/2014 0:00,17.9,0.147
Montrose Beach,7/4/2014 0:00,17.6,0.138
Osterman Beach,7/4/2014 0:00,18,0.124
Ohio Street Beach,7/4/2014 0:00,16.2,0.156
Rainbow Beach,7/4/2014 0:00,18.2,0.145
Montrose Beach,7/4/2014 1:00,17.4,0.12
Osterman Beach,7/4/2014 1:00,17.7,0.107
Ohio Street Beach,7/4/2014 1:00,16.2,0.088
Rainbow Beach,7/4/2014 1:00,18,0.142
Calumet Beach,7/4/2014 2:00,18.7,0.082
63rd Street Beach,7/4/2014 2:00,17.8,0.134
Montrose Beach,7/4/2014 2:00,17.2,0.114
Osterman Beach,7/4/2014 2:00,17.5,0.109
Ohio Street Beach,7/4/2014 2:00,16.1,0.088
Rainbow Beach,7/4/2014 2:00,17.9,0.139
Calumet Beach,7/4/2014 3:00,18.6,0.074
63rd Street Beach,7/4/2014 3:00,17.7,0.128
Montrose Beach,7/4/2014 3:00,17.3,0.115
Osterman Beach,7/4/2014 3:00,17.4,0.102
Ohio Street Beach,7/4/2014 3:00,16.1,0.086
Calumet Beach,7/4/2014 4:00,18.5,0.069
63rd Street Beach,7/4/2014 4:00,17.6,0.115
Montrose Beach,7/4/2014 4:00,17.3,0.097
Osterman Beach,7/4/2014 4:00,17.3,0.098
Ohio Street Beach,7/4/2014 4:00,16,0.086
Rainbow Beach,7/4/2014 3:00,17.6,0.127
Calumet Beach,7/4/2014 5:00,18.4,0.066
63rd Street Beach,7/4/2014 5:00,17.4,0.119
Montrose Beach,7/4/2014 5:00,17.2,0.094
Osterman Beach,7/4/2014 5:00,17.1,0.082
Ohio Street Beach,7/4/2014 5:00,16,0.083
Rainbow Beach,7/4/2014 5:00,17.3,0.106
Calumet Beach,7/4/2014 6:00,18.3,0.062
63rd Street Beach,7/4/2014 6:00,17.3,0.121
Montrose Beach,7/4/2014 6:00,17,0.113
Osterman Beach,7/4/2014 6:00,17.1,0.111
Ohio Street Beach,7/4/2014 6:00,15.9,0.078
Rainbow Beach,7/4/2014 6:00,17.1,0.109
Calumet Beach,7/4/2014 7:00,18.4,0.07
63rd Street Beach,7/4/2014 7:00,17.1,0.11
Montrose Beach,7/4/2014 7:00,16.9,0.104
Osterman Beach,7/4/2014 7:00,17,0.093
Ohio Street Beach,7/4/2014 7:00,16,0.087
Rainbow Beach,7/4/2014 7:00,17.1,0.104
Calumet Beach,7/4/2014 8:00,18.5,0.078
63rd Street Beach,7/4/2014 8:00,17,0.105
Montrose Beach,7/4/2014 8:00,16.9,0.109
Osterman Beach,7/4/2014 8:00,17,0.105
Ohio Street Beach,7/4/2014 8:00,16.1,0.099
Rainbow Beach,7/4/2014 8:00,17.1,0.098
Calumet Beach,7/4/2014 9:00,18.5,0.09
63rd Street Beach,7/4/2014 9:00,16.9,0.169
Montrose Beach,7/4/2014 9:00,17.1,0.167
Osterman Beach,7/4/2014 9:00,17.1,0.136
Ohio Street Beach,7/4/2014 9:00,16.3,0.159
Rainbow Beach,7/4/2014 9:00,17.3,0.145
Calumet Beach,7/4/2014 10:00,18.8,0.103
63rd Street Beach,7/4/2014 10:00,17,0.18
Montrose Beach,7/4/2014 10:00,17.3,0.208
Osterman Beach,7/4/2014 10:00,17.3,0.161
Ohio Street Beach,7/4/2014 10:00,16.6,0.179
Rainbow Beach,7/4/2014 10:00,17.5,0.196
Calumet Beach,7/4/2014 11:00,19,0.12
63rd Street Beach,7/4/2014 11:00,17.2,0.22
Montrose Beach,7/4/2014 11:00,17.7,0.187
Osterman Beach,7/4/2014 11:00,17.6,0.146
Ohio Street Beach,7/4/2014 11:00,17,0.184
Rainbow Beach,7/4/2014 11:00,17.9,0.212
Calumet Beach,7/4/2014 12:00,19.3,0.115
63rd Street Beach,7/4/2014 12:00,17.3,0.197
Montrose Beach,7/4/2014 12:00,18,0.172
Osterman Beach,7/4/2014 12:00,17.9,0.155
Ohio Street Beach,7/4/2014 12:00,17.6,0.172
Rainbow Beach,7/4/2014 12:00,18.2,0.191
Calumet Beach,7/4/2014 13:00,19.7,0.155
63rd Street Beach,7/4/2014 13:00,17.6,0.217
Montrose Beach,7/4/2014 13:00,18.5,0.239
Osterman Beach,7/4/2014 13:00,18.2,0.179
Ohio Street Beach,7/4/2014 13:00,18.6,0.221
Rainbow Beach,7/4/2014 13:00,19.1,0.206
Calumet Beach,7/4/2014 14:00,20.2,0.116
63rd Street Beach,7/4/2014 14:00,18.2,0.177
Montrose Beach,7/4/2014 14:00,18.8,0.197
Osterman Beach,7/4/2014 14:00,18.9,0.167
Ohio Street Beach,7/4/2014 14:00,18.8,0.195
Rainbow Beach,7/4/2014 14:00,19.3,0.187
Calumet Beach,7/4/2014 15:00,20.6,0.12
63rd Street Beach,7/4/2014 15:00,19.7,0.183
Montrose Beach,7/4/2014 15:00,20.1,0.166
Osterman Beach,7/4/2014 15:00,19.3,0.144
Ohio Street Beach,7/4/2014 15:00,19.7,0.158
Calumet Beach,7/4/2014 16:00,21.1,0.137
63rd Street Beach,7/4/2014 16:00,20.4,0.191
Montrose Beach,7/4/2014 16:00,21.3,0.177
Osterman Beach,7/4/2014 16:00,19.7,0.169
Ohio Street Beach,7/4/2014 16:00,20,0.172
Rainbow Beach,7/4/2014 15:00,19.5,0.207
Calumet Beach,7/4/2014 17:00,20.8,0.151
63rd Street Beach,7/4/2014 17:00,20.2,0.198
Montrose Beach,7/4/2014 17:00,21.5,0.174
Osterman Beach,7/4/2014 17:00,19.6,0.142
Ohio Street Beach,7/4/2014 17:00,20.2,0.179
Calumet Beach,7/4/2014 18:00,20.8,0.15
63rd Street Beach,7/4/2014 18:00,20.6,0.217
Montrose Beach,7/4/2014 18:00,21,0.17
Osterman Beach,7/4/2014 18:00,20.7,0.143
Ohio Street Beach,7/4/2014 18:00,19.5,0.182
Rainbow Beach,7/4/2014 17:00,21,0.217
Calumet Beach,7/4/2014 19:00,20.9,0.185
63rd Street Beach,7/4/2014 19:00,20.2,0.219
Montrose Beach,7/4/2014 19:00,21.2,0.205
Osterman Beach,7/4/2014 19:00,21.2,0.173
Ohio Street Beach,7/4/2014 19:00,18.9,0.19
Rainbow Beach,7/4/2014 19:00,20,0.228
Calumet Beach,7/4/2014 20:00,21.3,0.165
63rd Street Beach,7/4/2014 20:00,19.8,0.231
Montrose Beach,7/4/2014 20:00,20.8,0.159
Osterman Beach,7/4/2014 20:00,20.4,0.147
Ohio Street Beach,7/4/2014 20:00,18.8,0.171
Rainbow Beach,7/4/2014 20:00,19.9,0.214
Calumet Beach,7/4/2014 21:00,21.2,0.133
63rd Street Beach,7/4/2014 21:00,19.5,0.209
Montrose Beach,7/4/2014 21:00,20.5,0.174
Osterman Beach,7/4/2014 21:00,20.5,0.164
Calumet Beach,7/5/2014 7:00,19.5,0.118
Ohio Street Beach,7/4/2014 21:00,18.7,0.184
Rainbow Beach,7/4/2014 21:00,19.7,0.189
Calumet Beach,7/4/2014 22:00,21,0.142
63rd Street Beach,7/4/2014 22:00,19.3,0.21
Montrose Beach,7/4/2014 22:00,19.7,0.148
Osterman Beach,7/4/2014 22:00,19.5,0.146
Ohio Street Beach,7/4/2014 22:00,18.3,0.178
Rainbow Beach,7/4/2014 22:00,19.4,0.188
Calumet Beach,7/4/2014 23:00,20.7,0.137
63rd Street Beach,7/4/2014 23:00,18.9,0.207
Montrose Beach,7/4/2014 23:00,19.3,0.149
Osterman Beach,7/4/2014 23:00,19.3,0.139
Ohio Street Beach,7/4/2014 23:00,18,0.167
Rainbow Beach,7/4/2014 23:00,19.1,0.206
Calumet Beach,7/5/2014 0:00,20.4,0.134
63rd Street Beach,7/5/2014 0:00,18.8,0.167
Montrose Beach,7/5/2014 0:00,18.9,0.139
Osterman Beach,7/5/2014 0:00,18.9,0.146
Ohio Street Beach,7/5/2014 0:00,17.8,0.172
Rainbow Beach,7/5/2014 0:00,19.1,0.187
Calumet Beach,7/5/2014 1:00,20.5,0.116
63rd Street Beach,7/5/2014 1:00,18.6,0.151
Montrose Beach,7/5/2014 1:00,18.6,0.162
Osterman Beach,7/5/2014 1:00,18.6,0.139
Ohio Street Beach,7/5/2014 1:00,17.7,0.119
Calumet Beach,7/5/2014 2:00,20.2,0.11
63rd Street Beach,7/5/2014 2:00,18.4,0.141
Montrose Beach,7/5/2014 2:00,18.4,0.122
Osterman Beach,7/5/2014 2:00,18.3,0.118
Ohio Street Beach,7/5/2014 2:00,17.5,0.091
Rainbow Beach,7/5/2014 1:00,19,0.146
Calumet Beach,7/5/2014 3:00,19.9,0.126
63rd Street Beach,7/5/2014 3:00,18.3,0.141
Montrose Beach,7/5/2014 3:00,18.3,0.119
Osterman Beach,7/5/2014 3:00,18.2,0.119
Ohio Street Beach,7/5/2014 3:00,17.4,0.088
Rainbow Beach,7/5/2014 3:00,18.8,0.132
Calumet Beach,7/5/2014 4:00,19.7,0.11
63rd Street Beach,7/5/2014 4:00,18.3,0.147
Montrose Beach,7/5/2014 4:00,18.3,0.131
Osterman Beach,7/5/2014 4:00,18,0.123
Ohio Street Beach,7/5/2014 4:00,17.3,0.089
Calumet Beach,7/5/2014 5:00,19.6,0.115
63rd Street Beach,7/5/2014 5:00,18.2,0.13
Rainbow Beach,7/5/2014 4:00,18.7,0.127
Calumet Beach,7/5/2014 17:00,20.4,0.103
Montrose Beach,7/5/2014 5:00,18.2,0.124
Osterman Beach,7/5/2014 5:00,17.8,0.126
Ohio Street Beach,7/5/2014 5:00,17.2,0.076
Calumet Beach,7/5/2014 6:00,19.6,0.12
63rd Street Beach,7/5/2014 6:00,18.1,0.132
Montrose Beach,7/5/2014 6:00,18.2,0.126
Osterman Beach,7/5/2014 6:00,17.5,0.122
Ohio Street Beach,7/5/2014 6:00,17.1,0.082
Rainbow Beach,7/5/2014 6:00,18.5,0.114
Calumet Beach,7/6/2014 1:00,19.1,0.07
63rd Street Beach,7/6/2014 1:00,16.5,0.088
Montrose Beach,7/6/2014 1:00,17,0.095
Osterman Beach,7/6/2014 1:00,17.2,0.104
Ohio Street Beach,7/6/2014 1:00,17.1,0.098
Rainbow Beach,7/6/2014 1:00,16.2,0.086
Calumet Beach,7/6/2014 8:00,18.7,0.08
63rd Street Beach,7/6/2014 8:00,16.3,0.088
Montrose Beach,7/6/2014 8:00,16.2,0.109
Osterman Beach,7/6/2014 8:00,16.1,0.115
Ohio Street Beach,7/6/2014 8:00,17,0.105
Rainbow Beach,7/6/2014 8:00,15.9,0.066
Calumet Beach,7/6/2014 10:00,19.1,0.072
63rd Street Beach,7/6/2014 10:00,16.7,0.085
63rd Street Beach,7/5/2014 7:00,18,0.127
Montrose Beach,7/5/2014 7:00,18,0.128
Osterman Beach,7/5/2014 7:00,17.5,0.129
Ohio Street Beach,7/5/2014 7:00,17.1,0.096
Rainbow Beach,7/5/2014 7:00,18.4,0.105
Calumet Beach,7/5/2014 8:00,19.6,0.108
63rd Street Beach,7/5/2014 8:00,18,0.134
Montrose Beach,7/5/2014 8:00,17.7,0.146
Osterman Beach,7/5/2014 8:00,17.7,0.154
Ohio Street Beach,7/5/2014 8:00,17.2,0.126
Rainbow Beach,7/5/2014 8:00,18.3,0.1
Calumet Beach,7/5/2014 9:00,19.7,0.112
63rd Street Beach,7/5/2014 9:00,18,0.126
Montrose Beach,7/5/2014 9:00,17.7,0.139
Osterman Beach,7/5/2014 9:00,17.6,0.167
Ohio Street Beach,7/5/2014 9:00,17.4,0.134
Rainbow Beach,7/5/2014 9:00,17.7,0.097
Calumet Beach,7/5/2014 10:00,19.9,0.096
63rd Street Beach,7/5/2014 10:00,17.9,0.146
Montrose Beach,7/5/2014 10:00,17.9,0.131
Osterman Beach,7/5/2014 10:00,17.8,0.171
Ohio Street Beach,7/5/2014 10:00,17.6,0.136
Rainbow Beach,7/5/2014 10:00,17.6,0.099
Calumet Beach,7/5/2014 11:00,20,0.093
63rd Street Beach,7/5/2014 11:00,17.4,0.115
Montrose Beach,7/5/2014 11:00,17.7,0.155
Osterman Beach,7/5/2014 11:00,17.9,0.184
Ohio Street Beach,7/5/2014 11:00,17.6,0.145
Rainbow Beach,7/5/2014 11:00,17.5,0.1
Calumet Beach,7/5/2014 12:00,20.1,0.104
63rd Street Beach,7/5/2014 12:00,17.4,0.131
Montrose Beach,7/5/2014 12:00,17.8,0.168
Osterman Beach,7/5/2014 12:00,17.5,0.164
Ohio Street Beach,7/5/2014 12:00,17.4,0.153
Rainbow Beach,7/5/2014 12:00,17.3,0.133
Calumet Beach,7/5/2014 13:00,20.1,0.124
63rd Street Beach,7/5/2014 13:00,17.5,0.114
Montrose Beach,7/5/2014 13:00,18,0.134
Osterman Beach,7/5/2014 13:00,17.7,0.152
Ohio Street Beach,7/5/2014 13:00,17.8,0.151
Rainbow Beach,7/5/2014 13:00,17.4,0.118
Calumet Beach,7/5/2014 14:00,20.2,0.117
63rd Street Beach,7/5/2014 14:00,17.5,0.126
Montrose Beach,7/5/2014 14:00,18.1,0.139
Osterman Beach,7/5/2014 14:00,17.8,0.167
Ohio Street Beach,7/5/2014 14:00,17.4,0.16
Rainbow Beach,7/5/2014 14:00,17.3,0.129
Calumet Beach,7/5/2014 15:00,20.3,0.131
63rd Street Beach,7/5/2014 15:00,17.5,0.145
Montrose Beach,7/5/2014 15:00,18,0.138
Osterman Beach,7/5/2014 15:00,17.7,0.163
Ohio Street Beach,7/5/2014 15:00,17.5,0.16
Rainbow Beach,7/5/2014 15:00,17,0.158
Calumet Beach,7/5/2014 16:00,20.3,0.118
63rd Street Beach,7/5/2014 16:00,17.4,0.174
Montrose Beach,7/5/2014 16:00,18.1,0.158
Osterman Beach,7/5/2014 16:00,18,0.163
Ohio Street Beach,7/5/2014 16:00,17.6,0.156
Rainbow Beach,7/5/2014 16:00,16.9,0.137
Calumet Beach,7/5/2014 19:00,20.3,0.134
63rd Street Beach,7/5/2014 19:00,17.1,0.15
Montrose Beach,7/5/2014 19:00,18,0.145
Osterman Beach,7/5/2014 19:00,18,0.15
Ohio Street Beach,7/5/2014 19:00,17.3,0.167
Rainbow Beach,7/5/2014 19:00,16.7,0.152
Calumet Beach,7/6/2014 12:00,19.6,0.1
63rd Street Beach,7/6/2014 12:00,17.7,0.129
Montrose Beach,7/6/2014 12:00,17,0.14
Osterman Beach,7/6/2014 12:00,17.2,0.128
Ohio Street Beach,7/6/2014 12:00,18,0.126
Rainbow Beach,7/6/2014 12:00,16.4,0.103
63rd Street Beach,7/5/2014 17:00,17.3,0.167
Montrose Beach,7/5/2014 17:00,18,0.139
Osterman Beach,7/5/2014 17:00,18.2,0.164
Ohio Street Beach,7/5/2014 17:00,17.4,0.149
Rainbow Beach,7/5/2014 17:00,16.9,0.134
Calumet Beach,7/5/2014 18:00,20.3,0.124
63rd Street Beach,7/5/2014 18:00,17.1,0.134
Montrose Beach,7/5/2014 18:00,17.9,0.162
Osterman Beach,7/5/2014 18:00,18.1,0.162
Ohio Street Beach,7/5/2014 18:00,17.5,0.16
Rainbow Beach,7/5/2014 18:00,16.9,0.136
Calumet Beach,7/5/2014 20:00,20.2,0.103
63rd Street Beach,7/5/2014 20:00,17.1,0.144
Montrose Beach,7/5/2014 20:00,17.9,0.102
Osterman Beach,7/5/2014 20:00,18.2,0.107
Ohio Street Beach,7/5/2014 20:00,17.3,0.143
Rainbow Beach,7/5/2014 20:00,16.6,0.138
Calumet Beach,7/5/2014 21:00,19.9,0.087
Rainbow Beach,7/6/2014 4:00,16,0.069
63rd Street Beach,7/5/2014 21:00,17.1,0.121
Montrose Beach,7/5/2014 21:00,17.8,0.091
Osterman Beach,7/5/2014 21:00,17.6,0.111
Ohio Street Beach,7/5/2014 21:00,17.2,0.12
Rainbow Beach,7/5/2014 21:00,16.4,0.136
Calumet Beach,7/5/2014 23:00,19.5,0.075
Calumet Beach,7/5/2014 22:00,19.7,0.09
63rd Street Beach,7/5/2014 22:00,17,0.141
Montrose Beach,7/5/2014 22:00,17.8,0.107
Osterman Beach,7/5/2014 22:00,17.7,0.123
Ohio Street Beach,7/5/2014 22:00,17.1,0.136
Rainbow Beach,7/5/2014 22:00,16.3,0.126
63rd Street Beach,7/5/2014 23:00,16.8,0.133
Montrose Beach,7/5/2014 23:00,17.8,0.095
Osterman Beach,7/5/2014 23:00,17.5,0.097
Ohio Street Beach,7/5/2014 23:00,17.1,0.124
Rainbow Beach,7/5/2014 23:00,16.3,0.161
Calumet Beach,7/7/2014 3:00,17.9,0.074
63rd Street Beach,7/7/2014 3:00,15.6,0.104
Montrose Beach,7/7/2014 3:00,15.7,0.126
Osterman Beach,7/7/2014 3:00,15.6,0.117
Ohio Street Beach,7/7/2014 3:00,18,0.093
Rainbow Beach,7/7/2014 3:00,14.3,0.096
Calumet Beach,7/6/2014 0:00,19.4,0.074
63rd Street Beach,7/6/2014 0:00,16.7,0.106
Montrose Beach,7/6/2014 0:00,17.3,0.093
Osterman Beach,7/6/2014 0:00,17.5,0.106
Ohio Street Beach,7/6/2014 0:00,17.1,0.122
Rainbow Beach,7/6/2014 0:00,16.3,0.114
Calumet Beach,7/6/2014 2:00,19,0.059
63rd Street Beach,7/6/2014 2:00,16.4,0.083
Montrose Beach,7/6/2014 2:00,16.9,0.088
Osterman Beach,7/6/2014 2:00,17,0.093
Ohio Street Beach,7/6/2014 2:00,17,0.068
Rainbow Beach,7/6/2014 2:00,16.2,0.084
Calumet Beach,7/6/2014 3:00,18.9,0.061
63rd Street Beach,7/6/2014 3:00,16.3,0.08
Montrose Beach,7/6/2014 3:00,16.9,0.08
Osterman Beach,7/6/2014 3:00,16.9,0.085
Ohio Street Beach,7/6/2014 3:00,17,0.066
Rainbow Beach,7/6/2014 3:00,16.1,0.091
Calumet Beach,7/6/2014 4:00,18.8,0.058
63rd Street Beach,7/6/2014 4:00,16.3,0.072
Montrose Beach,7/6/2014 4:00,16.8,0.076
Osterman Beach,7/6/2014 4:00,16.6,0.097
Ohio Street Beach,7/6/2014 4:00,17,0.066
Calumet Beach,7/6/2014 5:00,18.7,0.059
63rd Street Beach,7/6/2014 5:00,16.3,0.073
Montrose Beach,7/6/2014 5:00,16.7,0.082
Osterman Beach,7/6/2014 5:00,16.4,0.092
Ohio Street Beach,7/6/2014 5:00,17,0.059
Rainbow Beach,7/6/2014 5:00,16,0.071
Calumet Beach,7/6/2014 6:00,18.6,0.065
63rd Street Beach,7/6/2014 6:00,16.3,0.078
Montrose Beach,7/6/2014 6:00,16.5,0.097
Osterman Beach,7/6/2014 6:00,16.2,0.1
Ohio Street Beach,7/6/2014 6:00,16.9,0.127
Rainbow Beach,7/6/2014 6:00,15.9,0.068
Calumet Beach,7/6/2014 7:00,18.6,0.071
63rd Street Beach,7/6/2014 7:00,16.3,0.082
Montrose Beach,7/6/2014 7:00,16.4,0.078
Osterman Beach,7/6/2014 7:00,16.1,0.103
Ohio Street Beach,7/6/2014 7:00,17,0.071
Rainbow Beach,7/6/2014 7:00,15.8,0.069
Calumet Beach,7/6/2014 9:00,18.8,0.087
63rd Street Beach,7/6/2014 9:00,16.3,0.094
Montrose Beach,7/6/2014 9:00,16.1,0.085
Osterman Beach,7/6/2014 9:00,16.2,0.121
Ohio Street Beach,7/6/2014 9:00,17.1,0.078
Rainbow Beach,7/6/2014 9:00,15.9,0.075
Montrose Beach,7/6/2014 10:00,16.9,0.09
Osterman Beach,7/6/2014 10:00,16.7,0.119
Ohio Street Beach,7/6/2014 10:00,17.7,0.123
Rainbow Beach,7/6/2014 10:00,16.1,0.086
Calumet Beach,7/6/2014 11:00,19.6,0.075
63rd Street Beach,7/6/2014 11:00,17.2,0.112
Montrose Beach,7/6/2014 11:00,16.8,0.115
Osterman Beach,7/6/2014 11:00,16.9,0.129
Ohio Street Beach,7/6/2014 11:00,18.3,0.163
Rainbow Beach,7/6/2014 11:00,16.2,0.114
Calumet Beach,7/7/2014 9:00,17.5,0.078
63rd Street Beach,7/7/2014 9:00,15.9,0.1
Montrose Beach,7/7/2014 9:00,16,0.122
Osterman Beach,7/7/2014 9:00,15.9,0.106
Ohio Street Beach,7/7/2014 9:00,18.9,0.089
Rainbow Beach,7/7/2014 9:00,14.6,0.091
Calumet Beach,7/8/2014 12:00,18.9,0.1
63rd Street Beach,7/8/2014 12:00,15.4,0.135
Montrose Beach,7/8/2014 12:00,16.1,0.102
Osterman Beach,7/8/2014 12:00,16.6,0.109
Ohio Street Beach,7/8/2014 12:00,19,0.118
Rainbow Beach,7/8/2014 12:00,15.9,0.171
Calumet Beach,7/6/2014 13:00,19.4,0.098
63rd Street Beach,7/6/2014 13:00,17.2,0.113
Montrose Beach,7/6/2014 13:00,16.2,0.148
Osterman Beach,7/6/2014 13:00,16.7,0.121
Ohio Street Beach,7/6/2014 13:00,17.8,0.145
Rainbow Beach,7/6/2014 13:00,16,0.116
Calumet Beach,7/6/2014 14:00,19.5,0.106
63rd Street Beach,7/6/2014 14:00,17.4,0.12
Montrose Beach,7/6/2014 14:00,16.5,0.133
Osterman Beach,7/6/2014 14:00,17.2,0.126
Ohio Street Beach,7/6/2014 14:00,18.1,0.183
Rainbow Beach,7/6/2014 14:00,16,0.118
Calumet Beach,7/6/2014 21:00,18.2,0.082
63rd Street Beach,7/6/2014 21:00,16.5,0.108
Montrose Beach,7/6/2014 21:00,16.5,0.106
Osterman Beach,7/6/2014 21:00,16.3,0.116
Ohio Street Beach,7/6/2014 21:00,18.2,0.106
Rainbow Beach,7/6/2014 21:00,15.3,0.092
63rd Street Beach,7/7/2014 12:00,17.6,0.128
Montrose Beach,7/7/2014 12:00,17.4,0.11
Osterman Beach,7/7/2014 12:00,16.8,0.113
Calumet Beach,7/7/2014 12:00,17.8,0.083
Calumet Beach,7/6/2014 15:00,19.7,0.117
63rd Street Beach,7/6/2014 15:00,17.7,0.126
Montrose Beach,7/6/2014 15:00,16.7,0.168
Osterman Beach,7/6/2014 15:00,17.6,0.124
Ohio Street Beach,7/6/2014 15:00,18.5,0.155
Rainbow Beach,7/6/2014 15:00,16.4,0.129
Calumet Beach,7/6/2014 16:00,19.5,0.095
63rd Street Beach,7/6/2014 16:00,17.3,0.14
Montrose Beach,7/6/2014 16:00,16.5,0.154
Osterman Beach,7/6/2014 16:00,16.8,0.129
Ohio Street Beach,7/6/2014 16:00,19.1,0.146
Rainbow Beach,7/6/2014 16:00,16.6,0.131
Calumet Beach,7/6/2014 17:00,19.3,0.105
63rd Street Beach,7/6/2014 17:00,17.1,0.132
Montrose Beach,7/6/2014 17:00,15.8,0.143
Osterman Beach,7/6/2014 17:00,16.8,0.139
Ohio Street Beach,7/6/2014 17:00,18.3,0.152
Rainbow Beach,7/6/2014 17:00,16.5,0.118
Calumet Beach,7/6/2014 18:00,18.6,0.101
63rd Street Beach,7/6/2014 18:00,16.8,0.114
Montrose Beach,7/6/2014 18:00,16.3,0.142
Osterman Beach,7/6/2014 18:00,16.9,0.123
Ohio Street Beach,7/6/2014 18:00,18.4,0.156
Rainbow Beach,7/6/2014 18:00,16.1,0.112
Calumet Beach,7/6/2014 19:00,18.8,0.104
63rd Street Beach,7/6/2014 19:00,17,0.11
Montrose Beach,7/6/2014 19:00,15.9,0.103
Osterman Beach,7/6/2014 19:00,16,0.108
Ohio Street Beach,7/6/2014 19:00,18.4,0.165
Rainbow Beach,7/6/2014 19:00,15.6,0.11
Calumet Beach,7/6/2014 20:00,18.4,0.088
63rd Street Beach,7/6/2014 20:00,16.8,0.101
Montrose Beach,7/6/2014 20:00,16.2,0.094
Osterman Beach,7/6/2014 20:00,16.5,0.119
Ohio Street Beach,7/6/2014 20:00,18.5,0.147
Rainbow Beach,7/6/2014 20:00,15.3,0.104
Calumet Beach,7/6/2014 22:00,18.2,0.085
63rd Street Beach,7/6/2014 22:00,16.3,0.09
Montrose Beach,7/6/2014 22:00,16.5,0.118
Osterman Beach,7/6/2014 22:00,15.9,0.112
Ohio Street Beach,7/6/2014 22:00,18.1,0.092
Rainbow Beach,7/6/2014 22:00,15,0.086
Calumet Beach,7/6/2014 23:00,18.2,0.093
63rd Street Beach,7/6/2014 23:00,16.1,0.085
Montrose Beach,7/6/2014 23:00,16.3,0.107
Osterman Beach,7/6/2014 23:00,15.5,0.1
Ohio Street Beach,7/6/2014 23:00,18,0.094
Rainbow Beach,7/6/2014 23:00,14.8,0.095
Calumet Beach,7/7/2014 0:00,18,0.08
63rd Street Beach,7/7/2014 0:00,15.9,0.082
Montrose Beach,7/7/2014 0:00,15.7,0.086
Osterman Beach,7/7/2014 0:00,15.5,0.107
Ohio Street Beach,7/7/2014 0:00,17.9,0.087
Rainbow Beach,7/7/2014 0:00,14.6,0.09
Calumet Beach,7/7/2014 1:00,18.1,0.077
63rd Street Beach,7/7/2014 1:00,15.8,0.078
Montrose Beach,7/7/2014 1:00,15.8,0.09
Osterman Beach,7/7/2014 1:00,15.5,0.113
Ohio Street Beach,7/7/2014 1:00,17.9,0.078
Rainbow Beach,7/7/2014 1:00,14.5,0.083
Calumet Beach,7/10/2014 12:00,20.6,0.148
63rd Street Beach,7/10/2014 12:00,20.7,0.234
Montrose Beach,7/10/2014 12:00,18.6,0.248
Osterman Beach,7/10/2014 12:00,18.1,0.215
Ohio Street Beach,7/10/2014 12:00,18.2,0.162
Rainbow Beach,7/10/2014 12:00,20.5,0.201
Calumet Beach,7/10/2014 20:00,22,0.166
63rd Street Beach,7/10/2014 20:00,20.8,0.243
Montrose Beach,7/10/2014 20:00,17.8,0.234
Osterman Beach,7/10/2014 20:00,17.9,0.225
Ohio Street Beach,7/10/2014 20:00,18.8,0.192
Rainbow Beach,7/10/2014 20:00,20.8,0.223
Calumet Beach,7/7/2014 2:00,17.9,0.076
63rd Street Beach,7/7/2014 2:00,15.8,0.104
Montrose Beach,7/7/2014 2:00,15.8,0.181
Osterman Beach,7/7/2014 2:00,15.5,0.129
Ohio Street Beach,7/7/2014 2:00,17.9,0.074
Rainbow Beach,7/7/2014 2:00,14.5,0.094
Calumet Beach,7/7/2014 4:00,17.7,0.081
63rd Street Beach,7/7/2014 4:00,15.5,0.109
Montrose Beach,7/7/2014 4:00,15.7,0.106
Osterman Beach,7/7/2014 4:00,15.3,0.13
Ohio Street Beach,7/7/2014 4:00,18.1,0.089
Rainbow Beach,7/7/2014 4:00,14.4,0.114
Calumet Beach,7/7/2014 5:00,17.5,0.071
